"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"462","Derek St. Hilaire","Jacksonville St.","OVC","30","49.4","91.7","21.9","43.4","46.9","3.1","11.1","18.4","21.3","33","43","0.767","43","101","0.426","28","95","0.295","0.6","2.2","21.9","So","5-11","15","0.338371","90.2781","3.5","2020","67642","all","New Orleans","1.26534743991641","24","47","13","44","0.51063829787234","0.295454545454545","2","3","0.666666666666667","0","0","105.039","1.52849","0","-2.66599","-1.61174","-1.05425","-3.15496","19.75","-2.64626","-0.508702","0.5","1.875","2.375","1.9375","0.8125","0.0938","6.7812","","9.23534"
"463","Isaiah Stokes","Florida","SEC","26","12.7","87.1","26.4","45.9","49.31","5.8","10.4","13.6","25.5","14","21","0.667","28","57","0.491","0","4","0","1.3","1.7","34.4","Fr","6-8","15","0.273707","98.7038","8.2","2019","66290","all","Memphis","0.550052002080083","18","29","10","28","0.620689655172414","0.357142857142857","1","2","0.5","0","0","93.8244","0.867305","0","-2.91715","-3.98766","1.07051","-4.30355","7.1154","-5.50377","1.20021","0.3462","0.6154","0.9615","0.4231","0.1923","0.0769","2.6923","","1.34499"
"464","Jordan Gilliam","UC Riverside","BW","26","39.9","86.1","28.4","39","41.78","6","15.1","26.5","19.7","32","57","0.561","37","108","0.343","19","60","0.317","1.7","2.1","33.9","So","6-5","2","0.382356","93.4431","4.8","2019","68110","all","Texas Southern","1.53193064725119","18","48","19","60","0.375","0.316666666666667","0","0","0","0","0","110.725","1.1968","0","-4.18551","-2.79116","-1.39435","-4.44327","19.0345","-2.64887","-1.7944","0.8966","2.3793","3.2759","2.4828","0.5517","0.2414","6.7931","","7.79961"
"465","Terry Nolan Jr.","George Washington","A10","29","60.4","95.1","22.5","46.7","50.55","2","16.9","14.5","15.6","83","134","0.619","35","93","0.376","51","146","0.349","1.7","2.1","56.1","So","6-2","1","1.20601","100.116","3.8","2019","50426","all","Bradley","1.10415659739004","29","64","6","29","0.453125","0.206896551724138","3","4","0.75","0","0","102.324","2.58526","0","0.8319","0.445716","0.386184","1.05425","27.931","0.110833","0.943418","0.4828","4.1379","4.6207","1.8276","0.9655","0.4138","10.5517","","10.6743"
"466","E.J. Anosike","Sacred Heart","NEC","32","83.4","113","23.9","50.1","55.23","13.6","22.8","10.8","15.6","132","182","0.725","150","280","0.536","20","79","0.253","0.8","1.7","50.7","Jr","6-6","24","3.28349","113.72","2.7","2020","52294","all","Tennessee","0.826103591754747","118","205","32","75","0.575609756097561","0.426666666666667","7","7","1","0","0","100.098","3.15212","0","2.22357","2.35106","-0.127497","3.03977","33.1818","3.47818","-0.438407","4.1818","7.4242","11.6061","1.7273","0.9697","0.2727","15.697","","4.26166"
"467","Umoja Gibson","North Texas","CUSA","29","76.2","103.4","25.8","52.1","55.85","0.3","9","13","18.8","68","80","0.85","56","131","0.427","80","207","0.386","0.1","2.9","23.7","So","6-1","1","2.94352","113.163","1.9","2020","51125","all","Oklahoma","0.776309348996574","47","71","9","60","0.661971830985915","0.15","0","0","0","0","0","99.9203","2.90105","0","1.68289","2.61459","-0.931699","3.15553","30.3548","3.14552","0.0100167","0.0645","2.129","2.1935","1.9032","1.4194","0.0323","14.5484","","14.5548"
"468","Cooper Robb","Charlotte","CUSA","29","52.4","95.5","13.8","52.2","55.06","1.7","14.6","6.6","20.4","24","33","0.727","23","59","0.39","25","57","0.439","1","4.5","28.4","So","6-1","10","0.0633207","86.2112","3.8","2020","66169","all","Eastern Kentucky","0.6897","12","21","11","38","0.571428571428571","0.289473684210526","0","0","0","0","0","92.3276","2.54781","0","1.62359","-1.23798","2.86157","1.67713","21.2414","-2.1626","3.83973","0.2759","2.4828","2.7586","0.6897","1.5862","0.1724","5","","5.53972"
"469","Brendan Medley-Bacon","Coppin St.","MEAC","31","67.3","88.8","18.8","45.3","48.4","7.8","24.5","13","24.2","56","96","0.583","87","188","0.463","0","4","0","8","0.9","50","So","7-1","35","-0.118367","84.0735","5.2","2020","66058","all","VCU","0.746496092214994","58","104","30","85","0.557692307692308","0.352941176470588","22","26","0.846153846153846","0","0","98.2686","2.71492","0","-1.12289","-5.52853","4.40564","-2.86687","27.129","-4.34192","1.47505","2.0968","6.6452","8.7419","1.7097","0.4516","2","7.4194","","0.256599"
"470","Elias King","Mississippi St.","SEC","6","1.6","129.2","17.3","71.4","71.43","0","11.3","11.2","17","0","0","0","2","3","0.667","2","4","0.5","0","0","0","Fr","6-8","2","0.427426","122.294","0","2020","70314","all","Middle Tennessee","1","1","1","1","2","1","0.5","0","0","0","0","0","107.408","0.230558","0","-0.0355915","3.9327","-3.96829","6.97409","3.3333","7.0407","-0.0666153","0","0.3333","0.3333","0.1667","0","0","1.6667","","11.877"
"471","Luis Hurtado","UAB","CUSA","7","4.8","145.2","9.3","75","69.62","0","2","22.3","11.3","2","4","0.5","0","1","0","3","5","0.6","0","1","66.7","So","6-6","10","1.06035","122.868","0.7","2020","65437","all","Bryant","10.000900090009","0","1","0","0","0","0","0","0","0","0","0","105.314","0.622383","0","-2.73108","2.38309","-5.11416","0.0908371","8","1.34926","-1.25842","0","0.3333","0.3333","1.1111","0.1111","0","1.3333","","5.16395"
"472","Frankie Hughes","Duquesne","A10","32","62.6","99.7","18.6","46.9","48.23","2.5","6.9","12.1","14.3","27","43","0.628","22","55","0.4","71","219","0.324","1","2.2","15.7","So","6-4","3","0.964572","98.555","2.1","2019","48958","all","San Diego","1.31578947368421","21","41","1","14","0.51219512195122","0.0714285714285714","4","4","1","0","0","106.408","2.02924","0","-0.392944","1.06837","-1.46132","0.383675","25.3438","0.802424","-0.418748","0.5938","1.5625","2.1562","1.5625","1","0.25","8.875","","14.967"
"473","Moses Wood","Tulane","Amer","31","45.2","99.5","14.1","47.4","52.05","5.1","12.8","10.1","19.1","29","37","0.784","26","64","0.406","19","51","0.373","3","1.6","32.2","Fr","6-8","4","0.375846","93.4542","4.8","2019","65666","all","UNLV","1.07405281285878","12","27","14","37","0.444444444444444","0.378378378378378","2","4","0.5","0","0","104.786","1.54657","0","0.0159647","-1.22033","1.2363","-1.00501","18.0645","-2.00061","0.995607","0.8387","2.2258","3.0645","0.9355","0.5161","0.5161","4.4516","","5.07014"
"474","Zack Bryant","UAB","CUSA","3","7.3","86.1","25.8","47","47.93","1.4","6.6","20.8","26.5","2","3","0.667","11","28","0.393","3","5","0.6","1.4","2.7","9.1","Jr","6-2","1","0.274529","88.0691","3.2","2020","51106","all","Georgia Southern","0.800018000180002","8","14","3","14","0.571428571428571","0.214285714285714","1","1","1","0","0","109.946","1.75051","0","-5.30253","-3.94603","-1.3565","-3.01291","29","-1.86096","-1.15195","0.3333","1.6667","2","2.6667","1.3333","0.3333","11","","3.39548"
"475","Vladimir Pinchuk","New Mexico","MWC","30","32.8","102.5","12.9","46.9","49.54","9.4","13.5","6.2","16.4","26","48","0.542","30","64","0.469","0","0","0","4.2","1.2","75","So","6-11","15","0.271033","93.2156","5.4","2019","51416","all","San Diego","0.875024220112381","21","39","9","25","0.538461538461538","0.36","1","1","1","0","0","104.824","1.15968","0","-0.379934","-1.83142","1.45149","-1.94066","13.7097","-2.22408","0.28342","1.2258","1.7419","2.9677","0.4516","0.3226","0.6129","3.0323","","0"
"476","Terrell Gomez","Cal St. Northridge","BW","30","93.8","118.1","22.4","55.4","59.96","1","6.7","12.4","9.9","101","107","0.944","92","211","0.436","102","231","0.442","0","1.3","24.2","Jr","5-8","3","4.56069","120.358","1.1","2020","51461","all","San Diego St.","1.60869565217391","39","76","53","135","0.513157894736842","0.392592592592593","0","0","0","0","0","118.078","1.2064","0","-0.132606","4.95161","-5.08421","1.83557","37.125","5.25575","-3.42019","0.3125","2.1875","2.5","2.3125","0.8125","0","19.8125","","11.5672"
"477","Demetrius Mims","Long Beach St.","BW","26","8.5","68.4","16.6","32.6","32.04","9.7","11.7","3.3","20.9","4","14","0.286","6","20","0.3","1","3","0.333","4.6","3.5","60.9","Fr","6-6","13","-0.338264","64.1955","12.7","2019","65430","all","Towson","0.249912495624781","5","8","1","12","0.625","0.0833333333333333","2","2","1","0","0","100.064","0.427419","0","-3.66025","-5.72046","2.06021","-7.88239","4.7857","-9.6008","1.71841","0.3929","0.5357","0.9286","0.0714","0.3214","0.25","1.0714","","1.48915"
"478","Tolu Smith","Western Kentucky","CUSA","34","24.9","93.3","20.2","58.3","58.78","10.4","18.8","4.7","29.3","28","49","0.571","42","72","0.583","0","0","0","3.7","0.5","68.1","Fr","6-10","0","0.272077","95.3449","6.1","2019","66056","all","Mississippi St.","0.228579755197202","31","47","8","20","0.659574468085106","0.4","7","7","1","0","0","100.362","1.00378","0","-4.29983","-3.9263","-0.373536","-4.43619","10.0882","-4.18875","-0.247437","0.8824","1.7353","2.6176","0.2353","0.0882","0.3235","3.2941","","0"
"479","Anthony Crump","Middle Tennessee","CUSA","23","22.6","89","13.1","46.2","51.04","4.1","17","13","28.8","20","36","0.556","9","23","0.391","2","3","0.667","1.3","2.4","138.5","Fr","6-8","0","-0.187158","80.4498","5.5","2020","66252","all","Northern Illinois","1.63149972632731","9","19","0","4","0.473684210526316","0","1","2","0.5","0","0","105.709","0.827714","0","-3.61569","-3.73481","0.11912","-4.21744","11.8077","-4.19627","-0.0211696","0.6154","1.7692","2.3846","1.1923","0.4615","0.2692","2.0385","","0.662647"
"480","Raymond Hawkins","Alabama","SEC","6","0.4","0","10.5","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","Fr","6-9","35","-0.253017","-2.1575","16","2020","70924","all","Long Beach St.","0",NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","108.766","0.0537129","0","-11.9247","-11.2522","-0.672542","-18.5052","0.8333","-17.9303","-0.574974","0","0","0","0","0","0","0","","0"
"481","Michael Weathers","Oklahoma St.","B12","16","25.4","84.5","31.8","45.8","49.65","3.9","11.8","23.5","26.9","37","59","0.627","49","102","0.48","4","18","0.222","2.6","3.1","49.2","So","6-2","23","0.858123","99.5585","4.4","2019","52147","all","Texas Southern","0.702127659574468","42","86","7","16","0.488372093023256","0.4375","5","5","1","0","0","98.0353","2.22846","0","-2.0095","-2.96632","0.956823","-0.657012","20.4375","-1.84826","1.19125","0.6875","2.125","2.8125","2.0625","1.0625","0.4375","9.1875","","3.29068"
"482","Keyshawn Embery-Simpson","Arkansas","SEC","33","35.3","89.9","16","43","45.5","2.1","6.7","7.8","15.7","18","26","0.692","24","51","0.471","23","85","0.271","0.5","2.8","19.1","Fr","6-3","11","0.085052","89.1456","3.5","2019","66611","all","Tulsa","0.954552272386381","13","21","11","30","0.619047619047619","0.366666666666667","0","0","0","0","0","98.6424","1.55332","0","-0.0505629","-0.119488","0.0689249","-0.744677","14.6364","-1.95619","1.21151","0.2727","0.8788","1.1515","0.6364","0.7273","0.0606","4.0909","","9.70049"
"483","Jalen Johnson","Tennessee","SEC","31","40.5","107.2","12.2","48.9","52.71","3.9","10.7","11.7","16.6","17","20","0.85","12","23","0.522","22","69","0.319","2.9","1.6","21.7","Jr","6-6","13","0.789519","99.3915","3.7","2020","49189","all","Wake Forest","1.7645878920496","9","15","3","8","0.6","0.375","4","5","0.8","0","0","94.9893","1.81789","0","3.04682","1.58026","1.46656","2.36501","16.1935","0.575684","1.78933","0.5161","1.5161","2.0323","0.9677","0.4194","0.4194","3.4516","","8.25007"
"484","Vado Morse","Mount St. Mary's","NEC","29","68.8","93.1","23.1","40.9","45.8","1.4","8.9","17.3","15.6","67","87","0.77","40","125","0.32","54","171","0.316","0.5","1.5","29.4","So","6-0","0","0.767188","92.8666","3","2020","66331","all","James Madison","1.32694859516529","15","37","25","88","0.405405405405405","0.284090909090909","0","0","0","0","0","109.506","1.81818","0","-3.85882","-0.830606","-3.02822","-3.17861","29.8","-1.34102","-1.83759","0.3667","2.2","2.5667","2.3","0.8333","0.1333","10.7667","","12.2721"
"485","Gabe Watson","Southern Miss","CUSA","28","90.4","88.3","23.3","43.5","45.99","1","9.9","18.8","18.5","44","59","0.746","112","254","0.441","33","117","0.282","0.5","1.4","15.9","So","6-2","0","0.864979","92.2382","1.4","2020","65475","all","Tulane","1.30866087488997","32","49","78","198","0.653061224489796","0.393939393939394","2","2","1","0","0","105.907","2.68803","0","-3.42679","-1.82358","-1.60321","-3.2567","35.7097","-1.90804","-1.34866","0.4839","3.0968","3.5806","3.4194","0.9677","0.129","13","","6.72435"
"486","Marten Linssen","UNC Wilmington","CAA","29","51.9","116","23","59.6","61.52","9.4","15.9","4.7","10.9","56","82","0.683","127","213","0.596","0","0","0","4.1","1.3","38.5","So","6-8","23","2.40945","118.801","5.7","2020","50899","all","Saint Louis","0.466666666666667","85","118","42","95","0.720338983050847","0.442105263157895","7","10","0.7","0","0","101.903","1.8318","0","0.307958","0.674751","-0.366793","2.39231","20.5312","2.23972","0.152594","1.75","2.8125","4.5625","0.4375","0.5312","0.7188","10.5312","","0"
"487","Nate Johnson","Gardner Webb","BSth","28","75.4","112.5","20","56.9","60.82","3.7","13.1","7.4","15.8","71","84","0.845","52","107","0.486","73","177","0.412","1.6","3.1","29.6","Jr","6-3","10","2.46027","107.331","3","2020","45625","all","Xavier","0.719985600287994","27","52","25","55","0.519230769230769","0.454545454545455","5","7","0.714285714285714","0","0","103.144","2.7072","0","2.39736","2.74841","-0.351059","3.01686","32.2","2.71622","0.300637","1.0667","3.6333","4.7","1.2","1.7","0.4333","13.5","","11.3691"
"488","Malek Green","Morehead St.","OVC","31","52.8","111.7","16.4","55.2","57.07","6.1","20.6","3.2","11","36","54","0.667","87","152","0.572","9","30","0.3","2.5","1.2","29.7","So","6-7","12","1.30117","105.203","3.6","2019","50569","all","Canisius","0.434720229555237","56","83","31","69","0.674698795180723","0.449275362318841","8","9","0.888888888888889","0","0","106.91","1.65337","0","-2.78015","-1.23259","-1.54755","-0.7028","21.2727","0.0794608","-0.782261","1.3939","3.8182","5.2121","0.303","0.4848","0.5455","7.8182","","2.58"
"489","Arnaldo Toro","George Washington","A10","24","34","102.2","23.2","47.6","50.06","18.7","26.1","4.8","14","38","67","0.567","59","124","0.476","0","0","0","3","1","54","Sr","6-8","11","1.44125","108.364","4.1","2020","47424","all","St. John's","0.375","49","93","10","31","0.526881720430108","0.32258064516129","0","1","0","0","0","100.488","1.68106","0","-3.3987","-1.53885","-1.85984","-1.73184","18.4167","0.360092","-2.09194","2.875","4.0833","6.9583","0.375","0.2917","0.5417","6.5","","0"
"490","Tahj Eaddy","Santa Clara","WCC","31","63.1","95.9","19.9","49.6","52.81","1.5","8.1","15.6","18.6","42","53","0.792","57","116","0.491","41","123","0.333","0.1","2","22.2","Jr","6-2","2","0.922571","95.8827","2.5","2020","48741","all","USC","1.16068571428571","23","44","34","72","0.522727272727273","0.472222222222222","0","0","0","0","0","102.545","2.17006","0","-0.656022","0.206497","-0.862519","-0.857316","25.2812","-0.437543","-0.419773","0.3125","1.8125","2.125","2.0312","0.9375","0.0312","8.9688","","8.58733"
"491","Tirus Smith","Louisiana Lafayette","SB","23","38.6","107.9","20.1","50.4","54.71","12.8","18.5","3.3","14.4","60","94","0.638","65","125","0.52","0","4","0","7","0.9","72.9","Jr","6-8","11","1.70005","108.183","6","2020","50388","all","Mississippi Valley St.","0.307678697806086","59","87","6","38","0.67816091954023","0.157894736842105","18","20","0.9","0","0","103.201","1.79668","0","-0.604315","-1.12215","0.51783","-0.268687","21.5652","-0.628133","0.359446","2.5217","3.4348","5.9565","0.3478","0.3478","1.4348","8.2609","","0.446642"
"492","Jaylen Forbes","Alabama","SEC","30","25","85.8","16.8","40","44.82","6.3","14.2","7.4","24.7","20","30","0.667","12","19","0.632","12","56","0.214","0.6","0.8","40","Fr","6-4","12","-0.0206945","84.7683","5.7","2020","70927","all","Tulane","0.5600624024961","9","13","3","6","0.692307692307692","0.5","0","0","0","0","0","100.19","0.98106","0","-2.67338","-1.45201","-1.22137","-4.76003","10.5","-3.78801","-0.972018","0.6333","1.4667","2.1","0.4667","0.1667","0.0667","2.6667","","9.31302"
"493","Nigel Hawkins","UTEP","CUSA","21","34.8","89.6","16.1","40.3","49.19","1.4","12.8","18.8","24.9","32","41","0.78","23","50","0.46","4","22","0.182","1.9","2.3","56.9","So","6-4","23","-0.00172459","85.3152","3","2020","66636","all","Stephen F. Austin","1.71430918350583","19","34","4","16","0.558823529411765","0.25","1","2","0.5","0","0","96.1651","2.07911","0","-1.18917","-3.0823","1.89313","-0.428974","19.7826","-2.71238","2.2834","0.2609","2.1739","2.4348","2.087","1","0.3043","4.4783","","3.16424"
"494","DJ Harvey","Notre Dame","ACC","29","56.9","95.8","23","45.5","50.12","3.3","14.3","5.6","15","68","91","0.747","69","150","0.46","35","117","0.299","2.1","1.4","34.1","So","6-6","5","1.41236","103.175","3","2019","50256","all","Vanderbilt","0.441866738602644","27","58","42","92","0.46551724137931","0.456521739130435","3","5","0.6","0","0","99.5693","2.7114","0","-1.33897","-1.12004","-0.218933","-0.673648","25.8966","-0.726328","0.0526801","0.8276","3.4138","4.2414","0.6552","0.6207","0.5172","10.7241","","9.38965"
"495","Radshad Davis","UT Arlington","SB","30","55.7","112.6","21","52.2","55.3","11.2","19","16.9","14","41","53","0.774","85","152","0.559","16","57","0.281","1.4","2.2","25.4","Sr","6-2","10","2.23274","114.21","4.9","2020","67632","all","FIU","1.48659401487632","72","109","13","43","0.660550458715596","0.302325581395349","1","4","0.25","0","0","93.938","2.58338","0","5.47148","2.96317","2.50831","3.99871","21.875","2.3191","1.6796","2.2812","3.9062","6.1875","1.7188","0.8125","0.2812","8.5312","","4.92194"
"496","Ian DuBose","Houston Baptist","Slnd","29","82.7","104.4","28.4","49.5","55.67","5.3","19.3","22.9","21.4","155","200","0.775","130","261","0.498","45","138","0.326","0.9","2.2","50.1","Jr","6-4","0","3.28131","113.911","3.2","2020","51220","all","Wake Forest","0.973696260493513","99","170","31","91","0.582352941176471","0.340659340659341","13","14","0.928571428571429","0","0","117.668","1.11099","0","-0.0309983","2.94253","-2.97353","0.395227","33.2414","3.57751","-3.18229","1.6552","5.6207","7.2759","3.8276","1.4483","0.3103","18.9655","","7.36228"
"497","James Love III","Kansas St.","B12","1","0.2","0","0","0","0","0","62.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jr","6-11","21","-0.64481","-7.5711","0","2020","48003","all","Eastern Michigan","0",NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","76.1301","0.355404","0","-12.5287","-9.76574","-2.76295","2.76347","2","-0.600235","3.3637","0","1","1","0","0","0","0","","0"
"498","Quentin Jackson Jr.","Temple","Amer","11","2.5","62.2","10.8","41.7","41.67","0","3.4","0","31","0","0","0","1","3","0.333","1","3","0.333","3.4","0","0","Jr","6-2","13","-0.361282","53.0082","2.4","2019","44346","all","Loyola Marymount","0","1","2","0","1","0.5","0","0","0","0","0","0","108.792","0.21673","0","-6.7791","-6.43015","-0.348954","-7.20689","3.0909","-4.48933","-2.71756","0","0.0909","0.0909","0","0","0.0909","0.4545","","5.10415"
"499","Eli Abaev","Austin Peay","OVC","29","65.9","104.5","16.9","50.6","52.62","10.2","22.4","7.1","17.8","60","106","0.566","87","170","0.512","0","2","0","2.8","1.7","61.6","Jr","6-8","14","1.16288","97.2296","4.3","2020","67645","all","Florida Gulf Coast","0.739124763581817","69","115","18","55","0.6","0.327272727272727","7","7","1","0","0","102.308","2.44861","0","0.831549","-0.286332","1.11788","-0.669506","27.9333","-0.644699","-0.0248069","2.5667","5.1667","7.7333","1.1333","0.8667","0.7","7.9333","","0.139766"
"500","Isiah Brown","Grand Canyon","WAC","29","71.5","102.6","17.5","50.7","54.18","2.2","13.3","11.3","15.8","42","52","0.808","61","124","0.492","33","94","0.351","0.5","1.3","23.9","Jr","6-2","1","1.21115","97.5385","3.7","2020","44211","all","Weber St.","1.30769230769231","34","59","27","65","0.576271186440678","0.415384615384615","0","0","0","0","0","111.485","1.58147","0","-2.22571","-0.0106867","-2.21503","-2.18994","29.1","-0.62496","-1.56498","0.5333","3.4333","3.9667","1.7","0.7","0.1333","9.2667","","6.61406"
"501","David Sloan","Kansas St.","B12","32","48.5","90.2","19.5","45.3","46.92","1.1","7","26.4","23","28","51","0.549","52","110","0.473","13","48","0.271","0.8","2.2","32.3","Jr","6-0","4","0.684976","95.5199","2.7","2020","71286","all","East Tennessee St.","1.59572440087146","42","76","10","34","0.552631578947368","0.294117647058824","1","1","1","0","0","96.6266","2.06689","0","-2.05042","-1.60797","-0.442447","-0.378867","19.4688","-1.02871","0.649847","0.1875","1.0938","1.2812","2.3438","0.7188","0.125","5.3438","","4.57246"
"502","Jalen Johnson","Louisiana Lafayette","SB","32","84.8","105.9","22.1","47.8","53.56","7","14.9","5","13.8","116","140","0.829","122","237","0.515","43","153","0.281","1.9","1.2","35.9","Jr","6-7","1","2.65201","107.866","3","2020","45313","all","Mississippi St.","0.403236108154141","84","139","40","100","0.60431654676259","0.4","3","4","0.75","0","0","106.499","2.45382","0","-0.864022","0.834439","-1.69846","-0.22402","33.8788","1.20582","-1.42984","2.2121","4.4242","6.6364","0.7576","0.7576","0.6364","15.4848","","7.77648"
"503","Tre Wood","Massachusetts","A10","22","27.4","73","21.3","34.5","36.84","2","4.8","27.3","32.7","13","26","0.5","23","72","0.319","4","12","0.333","0.3","2.3","31","Fr","6-1","0","-0.769598","73.4789","3.7","2019","66197","all","LIU Brooklyn","1.26190351474517","18","53","5","19","0.339622641509434","0.263157894736842","0","0","0","0","0","109.776","1.08356","0","-10.4738","-7.18597","-3.28786","-8.53356","16.0455","-6.07683","-2.45674","0.2727","0.6364","0.9091","2.4091","0.6364","0.0455","3.2273","","1.98692"
"504","Bryce Aiken","Harvard","Ivy","7","15.7","97.3","35.1","48.8","56.51","1.3","6.8","15.1","24","34","39","0.872","22","49","0.449","13","36","0.361","0","2.9","45.9","Sr","6-0","11","2.70452","115.82","3.6","2020","44711","all","Seton Hall","0.461540532536413","14","25","8","24","0.56","0.333333333333333","0","0","0","0","0","99.0409","2.51115","0","-3.14919","-0.430722","-2.71846","1.0623","25.5714","1.74877","-0.686465","0.2857","1.5714","1.8571","1.7143","1.2857","0","16.7143","","11.6361"
"505","Kobe Webster","Western Illinois","Sum","24","84.9","99.5","28.4","47.2","49.7","1.5","9.1","22.4","12.6","48","60","0.8","114","251","0.454","47","140","0.336","0.4","1.3","15.3","Jr","6-0","10","2.50158","106.557","1.7","2020","51453","all","Nebraska","1.72223024700274","57","119","57","132","0.478991596638655","0.431818181818182","0","0","0","0","0","117.215","1.19399","0","-2.93927","1.38753","-4.32681","-1.79777","33.6923","1.83654","-3.63431","0.4615","2.7308","3.1923","3.5769","0.8846","0.1154","17.1154","","9.48103"
"506","Aanen Moody","North Dakota","Sum","7","8.4","87.4","20.9","51.5","52.22","1.2","11.4","8.2","24.1","2","3","0.667","4","6","0.667","9","28","0.321","0","1.7","8.8","So","6-3","10","0.2351","89.9907","3.1","2020","66001","all","Southern Utah","0.8889","2","2","2","4","1","0.5","0","0","0","0","0","108.714","0.941823","0","-5.87449","-2.47576","-3.39873","-3.114","15.6667","-1.12704","-1.98696","0.1111","1.8889","2","0.8889","0.4444","0.1111","6.5556","","15.7144"
"507","Charles Jones Jr.","Utah","P12","27","25.5","86","15.1","45.1","46","1.1","7.7","10","24.4","7","13","0.538","11","26","0.423","14","45","0.311","0","1.1","18.3","Jr","6-2","1","-0.211638","82.2559","3.3","2019","66571","all","Portland St.","0.900094505197786","10","20","1","6","0.5","0.166666666666667","0","0","0","0","0","112.035","0.708793","0","-3.7245","-1.51901","-2.20548","-5.78722","11.7778","-3.57184","-2.21538","0.1111","0.7778","0.8889","0.6667","0.2222","0","2.6296","","8.30967"
"508","Ferron Flavors Jr.","Cal Baptist","WAC","27","76.3","113.1","18.3","55.1","57.37","3.4","8.6","3.9","12.1","47","64","0.734","33","97","0.34","78","175","0.446","0.2","0.9","23.5","Sr","6-3","31","2.30305","107.1","2.5","2020","52096","all","Oklahoma St.","0.657937673356176","12","38","21","59","0.315789473684211","0.355932203389831","0","0","0","0","0","109.48","1.91042","0","-1.33087","1.8993","-3.23017","0.635348","30.3548","2.44622","-1.81087","0.9355","2.5161","3.4516","0.8065","0.4839","0.0968","13.4516","","12.2012"
"509","Matthew Moyer","Vanderbilt","SEC","25","23.8","77.9","12.3","34.2","36.58","3.7","17.9","3.7","13.6","10","21","0.476","12","28","0.429","5","29","0.172","3.2","1.7","36.8","Jr","6-8","13","-0.635706","70.2732","5.7","2020","49405","all","George Washington","0.666666666666667","11","22","1","6","0.5","0.166666666666667","3","3","1","0","0","101.097","1.10723","0","-2.87729","-3.64818","0.770881","-4.31214","12.28","-4.77746","0.465312","0.4","1.8","2.2","0.24","0.36","0.36","1.96","","5.37959"
"510","Cavit Ege Havsa","Utah Valley","WAC","21","30.6","88.2","13.7","53.8","54.61","2.5","8.1","18","33.8","4","6","0.667","12","21","0.571","11","32","0.344","0.3","1.2","11.3","Jr","6-4","5","-0.406156","77.9157","1.7","2020","46888","all","Rice","1.48385848107146","4","6","2","5","0.666666666666667","0.4","1","1","1","0","0","108.034","1.05608","0","-4.98205","-3.17943","-1.80262","-4.05455","16.625","-2.84977","-1.20478","0.2917","1.3333","1.625","1.9167","0.4167","0.0417","3.1667","","5.45587"
"511","Makhel Mitchell","Maryland","B10","10","5.3","104","11.8","50","50.51","13.6","24.7","5.6","22.9","2","4","0.5","4","8","0.5","0","0","0","6.6","1.8","50","Fr","6-10","22","0.183289","93.3442","5.5","2020","71447","all","Rhode Island","0.666666666666667","3","6","1","2","0.5","0.5","1","1","1","0","0","87.0433","0.922898","0","4.9106","-0.67376","5.58436","3.6978","6.6","-0.598431","4.29624","0.8","1.5","2.3","0.2","0.2","0.4","1","","0"
"512","Hunter Dean","Southern Miss","CUSA","9","6.8","63","17.7","42.9","42.75","4.6","13.3","7.4","38.7","2","5","0.4","6","14","0.429","0","0","0","3.6","0.8","35.7","Fr","6-10","20","-0.689817","62.1053","4.2","2020","71870","all","George Washington","0.214268877190226","5","6","1","8","0.833333333333333","0.125","4","5","0.8","0","0","99.6311","0.822647","0","-8.87108","-9.11751","0.24643","-6.86055","9.7273","-6.57447","-0.286079","0.8182","1.2727","2.0909","0.2727","0.0909","0.2727","2.5455","","0"
"513","Jose Perez","Gardner Webb","BSth","20","57.2","94.7","28","37.7","44.75","4.1","16.1","24.2","15.1","90","124","0.726","65","174","0.374","23","90","0.256","0.9","1.6","47","So","6-5","5","1.7388","100.136","2","2020","65566","all","Marquette","1.63159519857964","38","81","26","92","0.469135802469136","0.282608695652174","0","0","0","0","0","105.745","2.538","0","-2.14713","-0.38691","-1.76022","-1.39816","35","0.254565","-1.65273","1.3182","5.1364","6.4545","4.2273","0.9545","0.2727","15.1818","","7.62029"
"514","Nysier Brooks","Cincinnati","Amer","35","56.7","116.6","18.7","53.5","56.81","13.8","19.4","3.5","12.8","84","133","0.632","99","185","0.535","0","0","0","8.4","1","71.9","Jr","6-11","33","2.4147","118.121","5.7","2019","46727","all","Miami FL","0.451620187422378","66","103","33","82","0.640776699029126","0.402439024390244","28","33","0.848484848484849","0","0","90.2213","3.08998","0","5.57642","1.2556","4.32082","3.38981","22.8571","0.751579","2.63823","2.6857","3.6286","6.3143","0.4","0.3714","1.4571","8.0571","","0"
